YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM,DIST_DIRECT_KM,DIST_ACHIEVED_KM
2025,3,MAR,2025-03-02,Finland,State (FIR),CPF,141555,141168.73,137537.41
2025,3,MAR,2025-03-02,Finland,State (FIR),FTFM,141359,140775.84,136726.29
2025,3,MAR,2025-03-02,Finland,State (FIR),SFR,136798,136262.92,132293.58000000002
2025,3,MAR,2025-03-02,France,State (FIR),CPF,4231522,4182793.31,4110336.81
2025,3,MAR,2025-03-02,France,State (FIR),FTFM,4247943,4128761.11,4039304.65
2025,3,MAR,2025-03-02,France,State (FIR),SFR,4189685,4076834.87,3990332.24
2025,3,MAR,2025-03-02,Georgia,State (FIR),CPF,216153,215344.99,201342.89
2025,3,MAR,2025-03-02,Georgia,State (FIR),FTFM,214564,213179.79,202073.61000000002
2025,3,MAR,2025-03-02,Georgia,State (FIR),SFR,183269,182230.85,173316.98
2025,3,MAR,2025-03-02,Germany,State (FIR),CPF,2348130,2333694.65,2299894.99
2025,3,MAR,2025-03-02,Germany,State (FIR),FTFM,2373263,2325722.93,2276089.39
2025,3,MAR,2025-03-02,Germany,State (FIR),SFR,2320501,2276027.97,2228726.88
2025,3,MAR,2025-03-02,Greece,State (FIR),CPF,1115435,1112311.22,1099953.87
2025,3,MAR,2025-03-02,Greece,State (FIR),FTFM,1109805,1101257.95,1084724.64
2025,3,MAR,2025-03-02,Greece,State (FIR),SFR,1063212,1056234.08,1041392.93
2025,3,MAR,2025-03-02,Hungary,State (FIR),CPF,575118,574194.37,563903.75
2025,3,MAR,2025-03-02,Hungary,State (FIR),FTFM,571700,569436.55,557056.64
2025,3,MAR,2025-03-02,Hungary,State (FIR),SFR,542223,540144.27,528515.1900000001
2025,3,MAR,2025-03-02,Ireland,State (FIR),CPF,344962,344478.63,339420.96
2025,3,MAR,2025-03-02,Ireland,State (FIR),FTFM,294610,293675.48,287764.21
2025,3,MAR,2025-03-02,Ireland,State (FIR),SFR,255921,255255.54,250457.14
2025,3,MAR,2025-03-02,Italy,State (FIR),CPF,1821530,1807782.05,1775157.3900000001
2025,3,MAR,2025-03-02,Italy,State (FIR),FTFM,1831954,1803313.56,1761218.6
2025,3,MAR,2025-03-02,Italy,State (FIR),SFR,1823814,1796097.02,1755796.79
2025,3,MAR,2025-03-02,Latvia,State (FIR),CPF,93147,92855.6,87258.69
2025,3,MAR,2025-03-02,Latvia,State (FIR),FTFM,92938,92487.51,86864.41
2025,3,MAR,2025-03-02,Latvia,State (FIR),SFR,86919,86497.36,81449.64
2025,3,MAR,2025-03-02,Lithuania,State (FIR),CPF,69366,69259.42,62645.8
2025,3,MAR,2025-03-02,Lithuania,State (FIR),FTFM,70474,70179.37,62571.47
2025,3,MAR,2025-03-02,Lithuania,State (FIR),SFR,66444,66139.19,59176.020000000004
2025,3,MAR,2025-03-02,Malta,State (FIR),CPF,168471,168304.80000000002,166417.39
2025,3,MAR,2025-03-02,Malta,State (FIR),FTFM,166341,166091.26,164185.37
2025,3,MAR,2025-03-02,Malta,State (FIR),SFR,153290,153215.68,151609.47
2025,3,MAR,2025-03-02,Moldova,State (FIR),CPF,2932,2933.46,2499.17
2025,3,MAR,2025-03-02,Moldova,State (FIR),FTFM,1550,1536.65,1295.16
2025,3,MAR,2025-03-02,Moldova,State (FIR),SFR,1527,1514.6200000000001,1278.6200000000001
2025,3,MAR,2025-03-02,Morocco,State (FIR),CPF,989198,985536.62,974924.03
2025,3,MAR,2025-03-02,Morocco,State (FIR),FTFM,985591,977006.66,965228.5700000001
2025,3,MAR,2025-03-02,Morocco,State (FIR),SFR,964796,957264.0700000001,945929.54
2025,3,MAR,2025-03-02,NEFAB,FAB (FIR),CPF,763651,755403.39,742716.98
2025,3,MAR,2025-03-02,NEFAB,FAB (FIR),FTFM,760003,749365.51,734313.3200000001
2025,3,MAR,2025-03-02,NEFAB,FAB (FIR),SFR,720744,710345.62,696668.39
2025,3,MAR,2025-03-02,Netherlands,State (FIR),CPF,448604,446280.31,438157.85000000003
2025,3,MAR,2025-03-02,Netherlands,State (FIR),FTFM,450165,444249.74,432443.05
2025,3,MAR,2025-03-02,Netherlands,State (FIR),SFR,444640,439369.44,428194.09
2025,3,MAR,2025-03-02,North Macedonia,State (FIR),CPF,67359,67282.39,66065.23
2025,3,MAR,2025-03-02,North Macedonia,State (FIR),FTFM,67239,67154.4,65522.62
2025,3,MAR,2025-03-02,North Macedonia,State (FIR),SFR,63565,63496.15,61993.46
2025,3,MAR,2025-03-02,Norway,State (FIR),CPF,441355,439398.72000000003,434915.59
2025,3,MAR,2025-03-02,Norway,State (FIR),FTFM,438621,434030.78,428152.86
2025,3,MAR,2025-03-02,Norway,State (FIR),SFR,415390,410894.85000000003,405445.4
2025,3,MAR,2025-03-02,Poland,State (FIR),CPF,573639,572031.6900000001,546086.2
2025,3,MAR,2025-03-02,Poland,State (FIR),FTFM,573641,566322.28,535023.71
2025,3,MAR,2025-03-02,Poland,State (FIR),SFR,552123,545697.83,517851.5
2025,3,MAR,2025-03-02,Portugal (Continental),State (FIR),CPF,942863,940603.1,927862.92
2025,3,MAR,2025-03-02,Portugal (Continental),State (FIR),FTFM,930975,926105.85,912034.31
2025,3,MAR,2025-03-02,Portugal (Continental),State (FIR),SFR,923471,919685.4400000001,906512.22
2025,3,MAR,2025-03-02,Romania,State (FIR),CPF,907712,905742.72,874916.4500000001
2025,3,MAR,2025-03-02,Romania,State (FIR),FTFM,888671,886761.3,854194.86
2025,3,MAR,2025-03-02,Romania,State (FIR),SFR,834855,833065.25,803166.13
2025,3,MAR,2025-03-02,SES Area (RP2),Area (FIR),CPF,23526808,23137379.2,22910240.6
2025,3,MAR,2025-03-02,SES Area (RP2),Area (FIR),FTFM,23508419,22856950.48,22573127.28
2025,3,MAR,2025-03-02,SES Area (RP2),Area (FIR),SFR,22922396,22312198.84,22041376.22
2025,3,MAR,2025-03-02,SES Area (RP3),Area (FIR),CPF,21770388,21434974.51,21214969.02
2025,3,MAR,2025-03-02,SES Area (RP3),Area (FIR),FTFM,21770692,21201643.16,20928186.1
2025,3,MAR,2025-03-02,SES Area (RP3),Area (FIR),SFR,21257790,20721737.56,20462660.12
2025,3,MAR,2025-03-02,SW FAB,FAB (FIR),CPF,3984884,3934661.59,3882451.8200000003
2025,3,MAR,2025-03-02,SW FAB,FAB (FIR),FTFM,3984594,3904560.29,3841528.11
2025,3,MAR,2025-03-02,SW FAB,FAB (FIR),SFR,3935345,3859565.25,3798786.67
2025,3,MAR,2025-03-02,Serbia and Montenegro,State (FIR),CPF,494199,493502.87,486749.04000000004
2025,3,MAR,2025-03-02,Serbia and Montenegro,State (FIR),FTFM,493209,491993.01,482712.73
2025,3,MAR,2025-03-02,Serbia and Montenegro,State (FIR),SFR,478508,477337.77,468486.48
2025,3,MAR,2025-03-02,Slovakia,State (FIR),CPF,156898,156584.65,149503.92
2025,3,MAR,2025-03-02,Slovakia,State (FIR),FTFM,155263,154492.56,145799.52
2025,3,MAR,2025-03-02,Slovakia,State (FIR),SFR,149993,149148.85,141373.35
2025,3,MAR,2025-03-02,Slovenia,State (FIR),CPF,117942,117881.68000000001,116486.8
2025,3,MAR,2025-03-02,Slovenia,State (FIR),FTFM,117582,117546.42,115805.56
2025,3,MAR,2025-03-02,Slovenia,State (FIR),SFR,113936,113905.76000000001,112231.99
2025,3,MAR,2025-03-02,Spain,State (FIR),CPF,3040291,3002105.35,2952869.38
2025,3,MAR,2025-03-02,Spain,State (FIR),FTFM,3051150,2986743.61,2926942.8200000003
2025,3,MAR,2025-03-02,Spain,State (FIR),SFR,3008426,2946694.35,2888851.39
2025,3,MAR,2025-03-02,Spain (Canarias),State (FIR),CPF,403737,399846.99,392646.98
2025,3,MAR,2025-03-02,Spain (Canarias),State (FIR),FTFM,401051,393587.24,383544.41000000003
2025,3,MAR,2025-03-02,Spain (Canarias),State (FIR),SFR,385019,377992.06,368264.63
2025,3,MAR,2025-03-02,Spain (Continental),State (FIR),CPF,2636554,2602258.36,2560222.4
2025,3,MAR,2025-03-02,Spain (Continental),State (FIR),FTFM,2650099,2593156.37,2543398.41
2025,3,MAR,2025-03-02,Spain (Continental),State (FIR),SFR,2623407,2568702.3,2520586.76
2025,3,MAR,2025-03-02,Sweden,State (FIR),CPF,570115,568943.86,561342.66
2025,3,MAR,2025-03-02,Sweden,State (FIR),FTFM,568196,564182.38,553976.12
2025,3,MAR,2025-03-02,Sweden,State (FIR),SFR,559135,555326.23,545780.63
2025,3,MAR,2025-03-02,Switzerland,State (FIR),CPF,284158,282501.44,274298.88
2025,3,MAR,2025-03-02,Switzerland,State (FIR),FTFM,294804,290290.13,278499.12
2025,3,MAR,2025-03-02,Switzerland,State (FIR),SFR,294938,291011.72000000003,279353.98
2025,3,MAR,2025-03-02,Türkiye,State (FIR),CPF,2818801,2770702,2697856.05
2025,3,MAR,2025-03-02,Türkiye,State (FIR),FTFM,2950836,2845816.04,2760639.33
2025,3,MAR,2025-03-02,Türkiye,State (FIR),SFR,2759978,2665833.79,2586491.84
2025,3,MAR,2025-03-02,UK (Continental),State (FIR),CPF,1761407,1737368.83,1700025.76
2025,3,MAR,2025-03-02,UK (Continental),State (FIR),FTFM,1735180,1690584.9100000001,1642243.49
2025,3,MAR,2025-03-02,UK (Continental),State (FIR),SFR,1655700,1615526.92,1569876.71
2025,3,MAR,2025-03-02,UK-Ireland FAB,FAB (FIR),CPF,2104287,2075091.26,2037490.02
2025,3,MAR,2025-03-02,UK-Ireland FAB,FAB (FIR),FTFM,2027944,1976348.56,1928257.55
2025,3,MAR,2025-03-02,UK-Ireland FAB,FAB (FIR),SFR,1911298,1865317.52,1820084.9100000001
2025,3,MAR,2025-03-03,Albania,State (FIR),CPF,91518,91236.04000000001,89192.37
2025,3,MAR,2025-03-03,Albania,State (FIR),FTFM,92891,92412.89,89248.27
2025,3,MAR,2025-03-03,Albania,State (FIR),SFR,86894,86499.42,83443.82
2025,3,MAR,2025-03-03,Armenia,State (FIR),CPF,45321,45130.81,42872.23
2025,3,MAR,2025-03-03,Armenia,State (FIR),FTFM,41664,41473.97,39338.950000000004
2025,3,MAR,2025-03-03,Armenia,State (FIR),SFR,49825,49607.14,47361.54
2025,3,MAR,2025-03-03,Austria,State (FIR),CPF,635120,634072.46,623862.52
2025,3,MAR,2025-03-03,Austria,State (FIR),FTFM,642533,640256.49,625643.96
2025,3,MAR,2025-03-03,Austria,State (FIR),SFR,620314,618270.47,604369.53
2025,3,MAR,2025-03-03,BLUE MED FAB,FAB (FIR),CPF,3225435,3199079.37,3146580.46
2025,3,MAR,2025-03-03,BLUE MED FAB,FAB (FIR),FTFM,3237024,3186179.51,3120601.65
2025,3,MAR,2025-03-03,BLUE MED FAB,FAB (FIR),SFR,3134403,3087073.73,3026233.5
2025,3,MAR,2025-03-03,Baltic FAB,FAB (FIR),CPF,678853,673648.14,644929.83
2025,3,MAR,2025-03-03,Baltic FAB,FAB (FIR),FTFM,680779,669420.72,633732.06
2025,3,MAR,2025-03-03,Baltic FAB,FAB (FIR),SFR,657999,647488.4500000001,615547.73
2025,3,MAR,2025-03-03,Belgium,State (FIR),CPF,412984,410188.64,397812.83
2025,3,MAR,2025-03-03,Belgium,State (FIR),FTFM,439429,431806.48,413120.72000000003
2025,3,MAR,2025-03-03,Belgium,State (FIR),SFR,440848,433309.71,415228.14
2025,3,MAR,2025-03-03,Bosnia and Herzegovina,State (FIR),CPF,245745,245565.11000000002,243056.71
2025,3,MAR,2025-03-03,Bosnia and Herzegovina,State (FIR),FTFM,252131,251730.67,248445.49
2025,3,MAR,2025-03-03,Bosnia and Herzegovina,State (FIR),SFR,242501,242201.77000000002,239075.18
2025,3,MAR,2025-03-03,Bulgaria,State (FIR),CPF,645055,643475.61,623065.04
2025,3,MAR,2025-03-03,Bulgaria,State (FIR),FTFM,629057,626569.81,604329.0700000001
2025,3,MAR,2025-03-03,Bulgaria,State (FIR),SFR,594065,591618.24,571330.98
2025,3,MAR,2025-03-03,Croatia,State (FIR),CPF,390928,390310.32,385750.23
2025,3,MAR,2025-03-03,Croatia,State (FIR),FTFM,384971,383842.83,378029.58
2025,3,MAR,2025-03-03,Croatia,State (FIR),SFR,367880,367062.08,361495.7
2025,3,MAR,2025-03-03,Cyprus,State (FIR),CPF,304850,302633.75,293275
2025,3,MAR,2025-03-03,Cyprus,State (FIR),FTFM,307951,302806.01,293049.41000000003
2025,3,MAR,2025-03-03,Cyprus,State (FIR),SFR,286732,281757.85000000003,273301.53
2025,3,MAR,2025-03-03,Czech Republic,State (FIR),CPF,361478,360507.91000000003,352979.36
2025,3,MAR,2025-03-03,Czech Republic,State (FIR),FTFM,361270,359027.85000000003,348494.85000000003
2025,3,MAR,2025-03-03,Czech Republic,State (FIR),SFR,347371,345326.22000000003,335356.39
2025,3,MAR,2025-03-03,DANUBE FAB,FAB (FIR),CPF,1514868,1509439.77,1460136.59
2025,3,MAR,2025-03-03,DANUBE FAB,FAB (FIR),FTFM,1480736,1473634.1400000001,1420471.24
2025,3,MAR,2025-03-03,DANUBE FAB,FAB (FIR),SFR,1395307,1388625.31,1339501.83
2025,3,MAR,2025-03-03,DK-SE FAB,FAB (FIR),CPF,782973,780837.8200000001,770959.61
2025,3,MAR,2025-03-03,DK-SE FAB,FAB (FIR),FTFM,783330,776870.6,763283.9
2025,3,MAR,2025-03-03,DK-SE FAB,FAB (FIR),SFR,773827,768136.0700000001,755705.64
2025,3,MAR,2025-03-03,Denmark,State (FIR),CPF,274099,273607.23,270347.14
2025,3,MAR,2025-03-03,Denmark,State (FIR),FTFM,274654,272799.12,267685.07
2025,3,MAR,2025-03-03,Denmark,State (FIR),SFR,272465,271110.24,266316.99
2025,3,MAR,2025-03-03,EUROCONTROL Area (PRR),Area (FIR),CPF,27180757,26558281.67,26393373.55
2025,3,MAR,2025-03-03,EUROCONTROL Area (PRR),Area (FIR),FTFM,27249103,26288157.31,26061579.56
2025,3,MAR,2025-03-03,EUROCONTROL Area (PRR),Area (FIR),SFR,26486180,25590784.69,25369519.75
2025,3,MAR,2025-03-03,Estonia,State (FIR),CPF,81761,81478.34,77525.28
2025,3,MAR,2025-03-03,Estonia,State (FIR),FTFM,78509,78288.71,74412.90000000001
2025,3,MAR,2025-03-03,Estonia,State (FIR),SFR,73022,72806.19,69326.97
2025,3,MAR,2025-03-03,FAB CE,FAB (FIR),CPF,2428375,2417544.98,2381331.16
2025,3,MAR,2025-03-03,FAB CE,FAB (FIR),FTFM,2432055,2414629.24,2367953.19
2025,3,MAR,2025-03-03,FAB CE,FAB (FIR),SFR,2333374,2316948.94,2273449.42
2025,3,MAR,2025-03-03,FAB CE (SES RP1),FAB (FIR),CPF,1794031,1785477.96,1754818.82
2025,3,MAR,2025-03-03,FAB CE (SES RP1),FAB (FIR),FTFM,1796049,1782315.72,1742555.56
2025,3,MAR,2025-03-03,FAB CE (SES RP1),FAB (FIR),SFR,1723305,1710210.94,1673171.17
2025,3,MAR,2025-03-03,FAB CE (SES RP2),FAB (FIR),CPF,2184784,2174739.9,2140402.51
2025,3,MAR,2025-03-03,FAB CE (SES RP2),FAB (FIR),FTFM,2181272,2165290.11,2120837.01
2025,3,MAR,2025-03-03,FAB CE (SES RP2),FAB (FIR),SFR,2091564,2076477.09,2035046.35
2025,3,MAR,2025-03-03,FABEC,FAB (FIR),CPF,7609634,7499232.29,7389387.1
2025,3,MAR,2025-03-03,FABEC,FAB (FIR),FTFM,7719455,7472095.2,7329534.58
2025,3,MAR,2025-03-03,FABEC,FAB (FIR),SFR,7593821,7358589.34,7220808.15
2025,3,MAR,2025-03-03,Finland,State (FIR),CPF,119677,119396.26000000001,116676.02
2025,3,MAR,2025-03-03,Finland,State (FIR),FTFM,120727,120386.63,117533.8
2025,3,MAR,2025-03-03,Finland,State (FIR),SFR,115552,115261.91,112470.01000000001
2025,3,MAR,2025-03-03,France,State (FIR),CPF,4068790,4014069.85,3941393.7199999997
2025,3,MAR,2025-03-03,France,State (FIR),FTFM,4101574,3973803.15,3884138.4699999997
2025,3,MAR,2025-03-03,France,State (FIR),SFR,4040368,3918337.94,3831134.89
2025,3,MAR,2025-03-03,Georgia,State (FIR),CPF,189946,189247.82,179345.64
2025,3,MAR,2025-03-03,Georgia,State (FIR),FTFM,186169,185051.53,176111.03
2025,3,MAR,2025-03-03,Georgia,State (FIR),SFR,154229,153420.05000000002,146678.31
2025,3,MAR,2025-03-03,Germany,State (FIR),CPF,2377734,2360177.6,2323946.19
2025,3,MAR,2025-03-03,Germany,State (FIR),FTFM,2410405,2357383.22,2303449.92
2025,3,MAR,2025-03-03,Germany,State (FIR),SFR,2358869,2309524.55,2257857.68
2025,3,MAR,2025-03-03,Greece,State (FIR),CPF,948449,945639.3,933098.1
2025,3,MAR,2025-03-03,Greece,State (FIR),FTFM,944693,936662.0700000001,920604.75
2025,3,MAR,2025-03-03,Greece,State (FIR),SFR,882450,875699.29,862102.9400000001
2025,3,MAR,2025-03-03,Hungary,State (FIR),CPF,538965,537949.08,527953.92
2025,3,MAR,2025-03-03,Hungary,State (FIR),FTFM,537093,535158.31,523386.12
2025,3,MAR,2025-03-03,Hungary,State (FIR),SFR,505537,503817.51,492852.77
2025,3,MAR,2025-03-03,Ireland,State (FIR),CPF,360993,360632.86,355539.53
2025,3,MAR,2025-03-03,Ireland,State (FIR),FTFM,327492,326583,320958.89
2025,3,MAR,2025-03-03,Ireland,State (FIR),SFR,291098,290383.49,285371.41000000003
2025,3,MAR,2025-03-03,Italy,State (FIR),CPF,1803879,1788312.03,1753997.1800000002
2025,3,MAR,2025-03-03,Italy,State (FIR),FTFM,1817375,1786388.87,1741948.52
2025,3,MAR,2025-03-03,Italy,State (FIR),SFR,1804629,1774537.15,1731934.12
2025,3,MAR,2025-03-03,Latvia,State (FIR),CPF,92984,92726.13,87275.13
2025,3,MAR,2025-03-03,Latvia,State (FIR),FTFM,92296,91875.83,86469.87
2025,3,MAR,2025-03-03,Latvia,State (FIR),SFR,87941,87511.45,82727.47
2025,3,MAR,2025-03-03,Lithuania,State (FIR),CPF,70864,70679.92,64221.520000000004
2025,3,MAR,2025-03-03,Lithuania,State (FIR),FTFM,72345,71995.35,64659.560000000005
2025,3,MAR,2025-03-03,Lithuania,State (FIR),SFR,69946,69483.77,62524.68
2025,3,MAR,2025-03-03,Malta,State (FIR),CPF,175138,174964.98,172961.92
2025,3,MAR,2025-03-03,Malta,State (FIR),FTFM,174727,174593.72,172513.38
2025,3,MAR,2025-03-03,Malta,State (FIR),SFR,159877,159792.35,158159.55000000002
2025,3,MAR,2025-03-03,Moldova,State (FIR),CPF,2838,2831.7400000000002,2488.7200000000003
2025,3,MAR,2025-03-03,Moldova,State (FIR),FTFM,1384,1370.97,1178.38
2025,3,MAR,2025-03-03,Moldova,State (FIR),SFR,1387,1374.07,1164.96
2025,3,MAR,2025-03-03,Morocco,State (FIR),CPF,820818,816861.75,806076.68
2025,3,MAR,2025-03-03,Morocco,State (FIR),FTFM,811723,803723.3300000001,791716.4500000001
2025,3,MAR,2025-03-03,Morocco,State (FIR),SFR,801285,793889.9,782658.75
2025,3,MAR,2025-03-03,NEFAB,FAB (FIR),CPF,691284,683653.51,671298.43
2025,3,MAR,2025-03-03,NEFAB,FAB (FIR),FTFM,690274,680047.79,666451.9
2025,3,MAR,2025-03-03,NEFAB,FAB (FIR),SFR,652791,642841.3,630478.74
2025,3,MAR,2025-03-03,Netherlands,State (FIR),CPF,480287,477285.51,467237.69
2025,3,MAR,2025-03-03,Netherlands,State (FIR),FTFM,485463,477944.05,464588.87
2025,3,MAR,2025-03-03,Netherlands,State (FIR),SFR,469990,463190.84,450539.04000000004
2025,3,MAR,2025-03-03,North Macedonia,State (FIR),CPF,64431,64328.770000000004,62887.9
2025,3,MAR,2025-03-03,North Macedonia,State (FIR),FTFM,65333,65184.340000000004,62703.020000000004
2025,3,MAR,2025-03-03,North Macedonia,State (FIR),SFR,60100,60001.67,57711.81
2025,3,MAR,2025-03-03,Norway,State (FIR),CPF,396314,394033.99,389354.54
2025,3,MAR,2025-03-03,Norway,State (FIR),FTFM,398281,393123.5,387655.18
2025,3,MAR,2025-03-03,Norway,State (FIR),SFR,374595,369580.71,364354.65
2025,3,MAR,2025-03-03,Poland,State (FIR),CPF,607573,605357.4400000001,580535.2000000001
2025,3,MAR,2025-03-03,Poland,State (FIR),FTFM,608430,600355.5700000001,569195.3200000001
2025,3,MAR,2025-03-03,Poland,State (FIR),SFR,587163,580021.55,552261.9400000001
2025,3,MAR,2025-03-03,Portugal (Continental),State (FIR),CPF,800788,798649.49,788397.31
2025,3,MAR,2025-03-03,Portugal (Continental),State (FIR),FTFM,795326,791455.84,780114.88
2025,3,MAR,2025-03-03,Portugal (Continental),State (FIR),SFR,773558,770214.36,759731.62
2025,3,MAR,2025-03-03,Romania,State (FIR),CPF,870209,868389.64,837498.04
2025,3,MAR,2025-03-03,Romania,State (FIR),FTFM,855052,853036.6900000001,819465.84
2025,3,MAR,2025-03-03,Romania,State (FIR),SFR,800097,798256.36,767153.35
2025,3,MAR,2025-03-03,SES Area (RP2),Area (FIR),CPF,22410816,21999671.67,21774647.89
2025,3,MAR,2025-03-03,SES Area (RP2),Area (FIR),FTFM,22417994,21739967.66,21460449.45
2025,3,MAR,2025-03-03,SES Area (RP2),Area (FIR),SFR,21836122,21196219.73,20930190.65
2025,3,MAR,2025-03-03,SES Area (RP3),Area (FIR),CPF,20627228,20281437.98,20062881.19
2025,3,MAR,2025-03-03,SES Area (RP3),Area (FIR),FTFM,20673478,20084971.77,19814778.17
2025,3,MAR,2025-03-03,SES Area (RP3),Area (FIR),SFR,20152405,19595235.41,19339381.25
2025,3,MAR,2025-03-03,SW FAB,FAB (FIR),CPF,3585240,3541514.43,3491290.51
2025,3,MAR,2025-03-03,SW FAB,FAB (FIR),FTFM,3578689,3505062.13,3444931.68
2025,3,MAR,2025-03-03,SW FAB,FAB (FIR),SFR,3528115,3458070.72,3399931.7
2025,3,MAR,2025-03-03,Serbia and Montenegro,State (FIR),CPF,420124,419317.16000000003,413747.16000000003
2025,3,MAR,2025-03-03,Serbia and Montenegro,State (FIR),FTFM,419308,417984.37,410208.52
2025,3,MAR,2025-03-03,Serbia and Montenegro,State (FIR),SFR,402482,401373.54000000004,394009.21
2025,3,MAR,2025-03-03,Slovakia,State (FIR),CPF,158192,157778.42,151096.92
2025,3,MAR,2025-03-03,Slovakia,State (FIR),FTFM,155437,154893.55000000002,147018.91
2025,3,MAR,2025-03-03,Slovakia,State (FIR),SFR,150084,149395.54,142331.91
2025,3,MAR,2025-03-03,Slovenia,State (FIR),CPF,102286,102223.28,100877.72
2025,3,MAR,2025-03-03,Slovenia,State (FIR),FTFM,101342,101282.56,99574.26000000001
2025,3,MAR,2025-03-03,Slovenia,State (FIR),SFR,98023,97969.46,96327.71
2025,3,MAR,2025-03-03,Spain,State (FIR),CPF,2785314,2750731.54,2703743.59
2025,3,MAR,2025-03-03,Spain,State (FIR),FTFM,2782904,2721543.29,2664503.15
2025,3,MAR,2025-03-03,Spain,State (FIR),SFR,2749888,2691178.29,2635732.4699999997
2025,3,MAR,2025-03-03,Spain (Canarias),State (FIR),CPF,353323,350832.47000000003,344763.7
2025,3,MAR,2025-03-03,Spain (Canarias),State (FIR),FTFM,340072,333386.67,325234.59
2025,3,MAR,2025-03-03,Spain (Canarias),State (FIR),SFR,325988,320195.28,312264.08
2025,3,MAR,2025-03-03,Spain (Continental),State (FIR),CPF,2431991,2399899.07,2358979.89
2025,3,MAR,2025-03-03,Spain (Continental),State (FIR),FTFM,2442832,2388156.62,2339268.56
2025,3,MAR,2025-03-03,Spain (Continental),State (FIR),SFR,2423900,2370983.01,2323468.39
2025,3,MAR,2025-03-03,Sweden,State (FIR),CPF,509061,507653.48000000004,500778.9
2025,3,MAR,2025-03-03,Sweden,State (FIR),FTFM,508916,504864.96,495838.35000000003
2025,3,MAR,2025-03-03,Sweden,State (FIR),SFR,501362,497579.44,489388.65
2025,3,MAR,2025-03-03,Switzerland,State (FIR),CPF,271179,268539.09,260309.86000000002
2025,3,MAR,2025-03-03,Switzerland,State (FIR),FTFM,281242,275066.72000000003,262884.46
2025,3,MAR,2025-03-03,Switzerland,State (FIR),SFR,280916,275234.36,263272.55
2025,3,MAR,2025-03-03,Türkiye,State (FIR),CPF,2573651,2532038.29,2469315.62
2025,3,MAR,2025-03-03,Türkiye,State (FIR),FTFM,2717714,2620924.73,2541206.61
2025,3,MAR,2025-03-03,Türkiye,State (FIR),SFR,2507886,2423296.66,2351297.67
2025,3,MAR,2025-03-03,UK (Continental),State (FIR),CPF,1786783,1755001.62,1714892.32
2025,3,MAR,2025-03-03,UK (Continental),State (FIR),FTFM,1745282,1695834.9,1646592.63
2025,3,MAR,2025-03-03,UK (Continental),State (FIR),SFR,1677702,1632571.69,1585133.07
2025,3,MAR,2025-03-03,UK-Ireland FAB,FAB (FIR),CPF,2146940,2109611.89,2069623.25
2025,3,MAR,2025-03-03,UK-Ireland FAB,FAB (FIR),FTFM,2072839,2016242.77,1967657.29
2025,3,MAR,2025-03-03,UK-Ireland FAB,FAB (FIR),SFR,1968996,1917340.24,1870723.12
2025,3,MAR,2025-03-04,Albania,State (FIR),CPF,86150,85951.81,84365.11
2025,3,MAR,2025-03-04,Albania,State (FIR),FTFM,87732,87285.40000000001,84845.67
2025,3,MAR,2025-03-04,Albania,State (FIR),SFR,80491,80116.95,77833.55
2025,3,MAR,2025-03-04,Armenia,State (FIR),CPF,44545,44372.75,42346.37
2025,3,MAR,2025-03-04,Armenia,State (FIR),FTFM,40713,40534.4,38618.63
2025,3,MAR,2025-03-04,Armenia,State (FIR),SFR,49190,49004.33,46682
2025,3,MAR,2025-03-04,Austria,State (FIR),CPF,579558,578403.76,568755.38
2025,3,MAR,2025-03-04,Austria,State (FIR),FTFM,586364,584253.15,570814.36
2025,3,MAR,2025-03-04,Austria,State (FIR),SFR,564059,562018.99,549353.36
2025,3,MAR,2025-03-04,BLUE MED FAB,FAB (FIR),CPF,2910965,2884592.26,2837051.76
2025,3,MAR,2025-03-04,BLUE MED FAB,FAB (FIR),FTFM,2926259,2880649.68,2823954
2025,3,MAR,2025-03-04,BLUE MED FAB,FAB (FIR),SFR,2829567,2788150.02,2734969.13
2025,3,MAR,2025-03-04,Baltic FAB,FAB (FIR),CPF,554460,549678.2,522009.37
2025,3,MAR,2025-03-04,Baltic FAB,FAB (FIR),FTFM,555696,546372.65,512595.22000000003
2025,3,MAR,2025-03-04,Baltic FAB,FAB (FIR),SFR,533585,524654.22,494122.2
2025,3,MAR,2025-03-04,Belgium,State (FIR),CPF,365439,362994.92,352855.57
2025,3,MAR,2025-03-04,Belgium,State (FIR),FTFM,394666,388212.01,372040.9
2025,3,MAR,2025-03-04,Belgium,State (FIR),SFR,391463,385087.71,369565.42
2025,3,MAR,2025-03-04,Bosnia and Herzegovina,State (FIR),CPF,219125,219008.68,216736.35
2025,3,MAR,2025-03-04,Bosnia and Herzegovina,State (FIR),FTFM,224237,223944.73,221127.41
2025,3,MAR,2025-03-04,Bosnia and Herzegovina,State (FIR),SFR,215391,215149.23,212493.05000000002
2025,3,MAR,2025-03-04,Bulgaria,State (FIR),CPF,645419,643844.84,623847.3
2025,3,MAR,2025-03-04,Bulgaria,State (FIR),FTFM,633112,630767.81,609055.64
2025,3,MAR,2025-03-04,Bulgaria,State (FIR),SFR,596077,593819.85,574032.33
2025,3,MAR,2025-03-04,Croatia,State (FIR),CPF,366440,365995.8,361527.89
2025,3,MAR,2025-03-04,Croatia,State (FIR),FTFM,366188,365496.4,360133
